act_time,eqpid,chid,side,ppid,foupid,slotid,sh_dist_delta,Teos_factor_delta,avg_thk,range_thk,stress_thk,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,title,work_order,group,group_order,pressure_delta,pm_count,sh_count
2026-07-03 05:26:41,E15,CH01,2,PPID_D,F0015,21,-12,0.01,7724.7,337.2,-177.8,7681.9,7630.9,7774.2,7700.9,7721.1,7759.8,7711.8,7634.1,7700.1,7780.9,7611.3,7948.5,7765.3,Chamber PM,WO-E15-001,2026-07-03 05:26:41_E15_Chamber PM,start,0,3,3
2026-07-03 08:45:58,E16,CH03,1,PPID_A,F0016,3,-16,0.0,7488.8,497.0,-172.5,7305.5,7660.7,7222.1,7635.4,7638.1,7338.1,7622.7,7384.6,7469.3,7338.5,7719.1,7415.7,7604.5,가스 라인 점검,WO-E16-001,2026-07-03 08:45:58_E16_가스 라인 점검,start,0,0,4
2026-07-03 08:45:58,E16,CH03,2,PPID_A,F0016,4,-12,0.0,7513.6,662.3,-161.4,7655.8,7435.9,7726.3,7456.4,7128.4,7454.5,7498.4,7790.7,7744.2,7300.6,7441.1,7682.5,7361.4,가스 라인 점검,WO-E16-001,2026-07-03 08:45:58_E16_가스 라인 점검,start,0,0,0
2026-07-03 11:44:17,E17,CH01,1,PPID_B,F0017,9,2,-0.01,7654.4,519.4,-166.7,7754.3,7816.9,7620.7,7773.4,7553.4,7320.1,7689.9,7632.4,7571.8,7836.9,7556.0,7839.5,7541.7,센서 교정,WO-E17-001,2026-07-03 11:44:17_E17_센서 교정,start,0,1,3
2026-07-03 11:44:17,E17,CH01,2,PPID_B,F0017,10,-18,-0.01,7630.3,207.7,-145.8,7747.7,7605.1,7540.0,7583.0,7642.4,7638.7,7706.9,7547.1,7687.9,7674.2,7649.8,7589.8,7581.5,센서 교정,WO-E17-001,2026-07-03 11:44:17_E17_센서 교정,start,0,1,6
2026-07-03 14:44:58,E18,CH03,1,PPID_A,F0018,14,17,-0.04,7481.8,1849.7,-160.6,7504.2,8217.0,7073.5,7311.5,8038.5,7214.3,7372.6,7666.3,8414.9,7913.7,6814.3,7157.9,6565.2,전극 교체,WO-E18-001,2026-07-03 14:44:58_E18_전극 교체,start,0,3,7
2026-07-03 14:44:58,E18,CH03,2,PPID_A,F0018,15,0,-0.04,7317.6,1448.9,-189.9,6539.5,7769.1,7508.9,7988.4,7600.2,7648.7,6955.4,6745.9,7147.3,7538.3,6849.8,7421.7,7415.1,전극 교체,WO-E18-001,2026-07-03 14:44:58_E18_전극 교체,start,0,3,5
2026-07-03 17:02:15,E19,CH03,1,PPID_D,F0019,17,3,0.03,7477.6,437.0,-166.3,7351.7,7380.2,7718.4,7647.5,7360.1,7281.4,7463.0,7487.6,7499.3,7406.1,7507.3,7668.7,7437.1,Chamber 세정,WO-E19-001,2026-07-03 17:02:15_E19_Chamber 세정,start,0,4,4
2026-07-03 17:02:15,E19,CH03,2,PPID_D,F0019,18,13,0.03,7452.0,468.6,-165.6,7283.3,7634.5,7428.1,7589.8,7493.5,7293.6,7477.9,7324.4,7226.9,7545.9,7578.3,7695.5,7304.0,Chamber 세정,WO-E19-001,2026-07-03 17:02:15_E19_Chamber 세정,start,0,4,5
2026-07-03 20:28:39,E20,CH03,1,PPID_D,F0020,8,10,0.03,7482.9,654.3,-172.1,7149.3,7545.9,7355.7,7520.6,7491.3,7409.0,7720.3,7335.0,7535.1,7505.0,7492.8,7414.0,7803.6,부품 교체,WO-E20-001,2026-07-03 20:28:39_E20_부품 교체,start,0,4,4
2026-07-03 20:28:39,E20,CH03,2,PPID_D,F0020,9,3,0.03,7365.8,410.7,-177.8,7212.6,7420.5,7186.6,7322.1,7581.3,7326.8,7227.6,7343.1,7597.3,7309.8,7334.6,7467.4,7425.4,부품 교체,WO-E20-001,2026-07-03 20:28:39_E20_부품 교체,start,0,4,5
2026-07-03 23:31:38,E01,CH01,1,PPID_B,F0021,23,-20,-0.03,7440.8,693.6,-167.4,7727.2,7652.4,7033.6,7411.7,7250.0,7460.2,7666.4,7454.0,7281.4,7278.6,7582.9,7503.7,7428.5,Chamber PM,WO-E01-001,2026-07-01 11:40:07_E01_Chamber PM,1,-1,2,6
2026-07-03 23:31:38,E01,CH01,2,PPID_B,F0021,24,-12,-0.03,7348.4,483.2,-164.0,7219.6,7404.8,7367.0,7531.3,7351.1,7399.4,7479.3,7325.3,7414.6,7361.4,7048.1,7227.2,7400.0,Chamber PM,WO-E01-001,2026-07-01 11:40:07_E01_Chamber PM,1,-1,2,6
2026-07-04 02:46:27,E02,CH01,1,PPID_D,F0022,20,0,-0.03,7442.8,440.5,-171.0,7454.4,7402.5,7431.0,7219.2,7341.0,7321.2,7353.7,7539.3,7659.7,7512.3,7514.8,7531.2,7475.9,가스 라인 점검,WO-E02-001,2026-07-01 14:20:25_E02_가스 라인 점검,1,-1,4,5
2026-07-04 02:46:27,E02,CH01,2,PPID_D,F0022,21,3,-0.03,7438.8,498.6,-178.7,7484.2,7434.7,7424.2,7325.9,7499.3,7492.5,7679.1,7662.6,7392.2,7180.5,7601.4,7335.2,7193.2,가스 라인 점검,WO-E02-001,2026-07-01 14:20:25_E02_가스 라인 점검,1,-1,4,4
2026-07-04 05:34:18,E03,CH03,1,PPID_B,F0023,23,3,0.05,7355.3,1663.7,-194.2,7422.9,7299.5,7505.1,7006.6,6952.1,8472.7,7438.0,6809.0,7180.5,7123.5,7737.3,7019.4,7652.8,센서 교정,WO-E03-001,2026-07-01 17:08:42_E03_센서 교정,1,-1,5,1
2026-07-04 05:34:18,E03,CH03,2,PPID_B,F0023,24,-1,0.05,7206.4,571.5,-150.4,7294.5,7580.5,7111.1,7222.0,7297.8,7205.6,7320.8,7150.9,7068.7,7009.0,7153.0,7127.7,7141.9,센서 교정,WO-E03-001,2026-07-01 17:08:42_E03_센서 교정,1,-1,5,7
2026-07-04 08:40:34,E04,CH03,1,PPID_C,F0024,16,5,-0.02,7553.1,698.4,-169.7,7421.2,7602.7,7520.3,7153.3,7751.9,7779.2,7389.1,7633.2,7515.4,7851.7,7681.0,7462.7,7428.3,전극 교체,WO-E04-001,2026-07-01 20:24:16_E04_전극 교체,1,-1,2,5
2026-07-04 08:40:34,E04,CH03,2,PPID_C,F0024,17,11,-0.02,7670.3,215.3,-167.8,7791.8,7683.6,7793.7,7578.4,7594.2,7710.8,7676.6,7625.2,7712.0,7593.7,7637.0,7584.1,7732.5,전극 교체,WO-E04-001,2026-07-01 20:24:16_E04_전극 교체,1,-1,2,1
2026-07-04 11:08:06,E05,CH03,1,PPID_C,F0025,11,-11,0.03,7718.5,532.5,-160.7,7765.1,7738.0,7494.4,7529.9,7869.3,8020.5,7488.0,7875.1,7555.2,7889.7,7841.6,7632.2,7641.8,Chamber 세정,WO-E05-001,2026-07-01 23:21:13_E05_Chamber 세정,1,-1,5,5
2026-07-04 11:08:06,E05,CH03,2,PPID_C,F0025,12,17,0.03,7655.2,747.7,-161.8,7682.2,7442.6,7490.5,8075.5,7778.9,7656.9,7774.4,7743.6,7327.8,7781.8,7702.4,7565.8,7495.2,Chamber 세정,WO-E05-001,2026-07-01 23:21:13_E05_Chamber 세정,1,-1,5,3
2026-07-04 14:21:34,E06,CH03,1,PPID_C,F0026,20,-5,0.02,7320.3,946.4,-177.8,7349.1,6961.7,7043.6,7363.8,7265.7,7647.6,7173.1,7485.2,7908.1,7481.0,7152.9,6994.8,7336.9,부품 교체,WO-E06-001,2026-07-02 02:37:16_E06_부품 교체,1,-1,2,7
2026-07-04 14:21:34,E06,CH03,2,PPID_C,F0026,21,17,0.02,7387.0,1725.3,-163.2,7973.4,7706.5,7593.3,8131.2,8260.8,6783.2,6535.5,7357.4,6941.8,7400.5,6635.7,7436.9,7274.8,부품 교체,WO-E06-001,2026-07-02 02:37:16_E06_부품 교체,1,-1,2,4
2026-07-04 17:02:53,E07,CH03,1,PPID_D,F0027,6,-20,-0.01,7705.3,639.5,-154.2,7314.6,7716.0,7783.2,7841.9,7427.1,7954.1,7835.4,7638.1,7741.3,7932.6,7427.6,7706.7,7850.4,정기 예방 보전,WO-E07-001,2026-07-02 05:25:15_E07_정기 예방 보전,1,-1,2,3
2026-07-04 17:02:53,E07,CH03,2,PPID_D,F0027,7,-3,-0.01,7657.0,387.0,-175.1,7735.7,7677.4,7673.5,7533.0,7830.4,7674.7,7804.5,7608.1,7612.3,7693.8,7443.4,7480.6,7774.1,정기 예방 보전,WO-E07-001,2026-07-02 05:25:15_E07_정기 예방 보전,1,-1,2,5
2026-07-04 20:48:38,E08,CH01,1,PPID_D,F0028,17,16,0.0,7266.4,789.3,-188.0,7170.9,7217.0,7125.3,6945.7,7190.7,7309.0,7005.4,7164.4,7445.9,7277.2,7475.9,7400.2,7735.0,Chamber PM,WO-E08-001,2026-07-02 08:10:53_E08_Chamber PM,1,-1,2,5
2026-07-04 20:48:38,E08,CH01,2,PPID_D,F0028,18,-12,0.0,7342.5,565.5,-161.3,7516.5,7061.6,7585.9,7266.2,7126.6,7301.2,7460.3,7351.3,7226.6,7265.3,7627.1,7431.1,7232.7,Chamber PM,WO-E08-001,2026-07-02 08:10:53_E08_Chamber PM,1,-1,2,5
2026-07-04 23:46:48,E09,CH01,1,PPID_A,F0029,22,-19,0.01,7551.5,1672.0,-168.9,7134.4,6816.8,7078.5,7683.2,8305.9,8488.8,7045.3,7273.3,7586.8,8344.8,7237.3,7679.4,7495.5,가스 라인 점검,WO-E09-001,2026-07-02 11:27:23_E09_가스 라인 점검,1,-1,4,7
2026-07-04 23:46:48,E09,CH01,2,PPID_A,F0029,23,-17,0.01,7489.0,521.2,-167.9,7470.8,7536.0,7672.6,7246.3,7677.8,7749.2,7228.0,7527.0,7569.0,7346.1,7302.5,7560.4,7471.6,가스 라인 점검,WO-E09-001,2026-07-02 11:27:23_E09_가스 라인 점검,1,-1,4,5
2026-07-05 02:04:12,E10,CH02,1,PPID_D,F0030,7,-20,0.0,7330.7,823.2,-174.1,7369.2,6925.7,7251.1,7478.2,7107.5,7444.4,7545.5,7236.6,7400.8,7192.9,7748.9,7512.5,7086.4,센서 교정,WO-E10-001,2026-07-02 14:00:45_E10_센서 교정,1,-1,3,3
2026-07-05 02:04:12,E10,CH02,2,PPID_D,F0030,8,-8,0.0,7326.7,720.3,-179.8,7303.2,7318.6,7223.6,7216.7,7212.5,7560.8,7699.8,7104.5,7302.1,7673.2,6979.5,7063.5,7589.6,센서 교정,WO-E10-001,2026-07-02 14:00:45_E10_센서 교정,1,-1,3,3
2026-07-05 05:32:29,E11,CH03,1,PPID_A,F0031,20,19,0.05,7651.0,194.4,-179.4,7613.1,7611.9,7607.9,7676.1,7657.7,7605.4,7628.7,7694.3,7625.8,7625.8,7625.4,7690.6,7799.8,전극 교체,WO-E11-001,2026-07-02 17:36:58_E11_전극 교체,1,-1,3,3
2026-07-05 05:32:29,E11,CH03,2,PPID_A,F0031,21,5,0.05,7578.1,178.0,-172.0,7688.8,7510.8,7531.7,7563.8,7527.6,7586.7,7669.4,7572.4,7570.4,7554.4,7571.1,7614.0,7554.5,전극 교체,WO-E11-001,2026-07-02 17:36:58_E11_전극 교체,1,-1,3,8
2026-07-05 08:04:19,E12,CH02,1,PPID_B,F0032,19,14,0.01,7570.8,370.1,-167.3,7485.5,7418.6,7438.3,7612.3,7613.9,7520.9,7511.6,7788.7,7620.0,7525.9,7650.5,7626.6,7607.0,Chamber 세정,WO-E12-001,2026-07-02 20:26:05_E12_Chamber 세정,1,-1,4,5
2026-07-05 08:04:19,E12,CH02,2,PPID_B,F0032,20,4,0.01,7600.2,980.0,-178.7,7635.3,7539.8,7698.1,7305.3,7473.5,7830.4,7732.4,7478.6,7772.3,8139.8,7159.8,7418.1,7619.7,Chamber 세정,WO-E12-001,2026-07-02 20:26:05_E12_Chamber 세정,1,-1,4,2
2026-07-05 11:27:17,E13,CH03,1,PPID_C,F0033,16,-5,-0.04,7455.0,578.1,-192.0,7492.7,7498.9,7202.1,7714.7,7589.7,7248.7,7262.4,7313.6,7343.1,7577.3,7780.2,7400.6,7491.2,부품 교체,WO-E13-001,2026-07-02 23:43:54_E13_부품 교체,1,-1,6,4
2026-07-05 11:27:17,E13,CH03,2,PPID_C,F0033,17,15,-0.04,7296.1,613.7,-156.2,7184.4,7398.6,7277.2,7303.3,7268.9,7524.0,7584.5,7120.0,7197.3,7568.1,7167.1,7285.1,6970.8,부품 교체,WO-E13-001,2026-07-02 23:43:54_E13_부품 교체,1,-1,6,6
2026-07-05 14:10:41,E14,CH01,1,PPID_D,F0034,11,-14,0.01,7314.0,425.2,-166.5,7152.1,7241.3,7137.4,7220.3,7450.1,7398.6,7387.8,7274.6,7354.4,7477.6,7260.4,7165.3,7562.6,정기 예방 보전,WO-E14-001,2026-07-03 02:38:51_E14_정기 예방 보전,1,-1,0,4
2026-07-05 14:10:41,E14,CH01,2,PPID_D,F0034,12,-10,0.01,7425.8,438.5,-160.7,7594.8,7263.4,7459.6,7483.6,7612.4,7523.0,7290.4,7421.8,7529.8,7173.9,7276.6,7416.4,7490.2,정기 예방 보전,WO-E14-001,2026-07-03 02:38:51_E14_정기 예방 보전,1,-1,0,4
2026-07-05 17:20:38,E15,CH03,1,PPID_D,F0035,19,9,-0.04,7409.9,401.5,-152.5,7414.5,7431.9,7438.6,7560.6,7364.6,7508.6,7261.9,7236.8,7262.9,7363.3,7383.2,7463.6,7638.3,Chamber PM,WO-E15-001,2026-07-03 05:26:41_E15_Chamber PM,1,-1,2,4
2026-07-05 17:20:38,E15,CH03,2,PPID_D,F0035,20,6,-0.04,7466.9,224.2,-174.7,7578.3,7448.9,7507.3,7499.4,7354.1,7360.1,7461.2,7573.4,7470.8,7426.4,7484.9,7451.7,7452.8,Chamber PM,WO-E15-001,2026-07-03 05:26:41_E15_Chamber PM,1,-1,2,5
2026-07-05 20:05:28,E16,CH01,1,PPID_B,F0036,7,19,0.04,7770.8,834.2,-174.6,7649.0,7702.2,7363.8,7523.7,7539.8,8145.9,8198.0,8010.4,8179.1,7549.3,7618.6,8069.5,7471.7,가스 라인 점검,WO-E16-001,2026-07-03 08:45:58_E16_가스 라인 점검,1,-1,2,3
2026-07-05 20:05:28,E16,CH01,2,PPID_B,F0036,8,6,0.04,7498.8,1710.6,-181.7,7067.0,7565.1,6842.9,6969.5,7590.8,8553.5,8221.4,8031.7,6908.4,7818.2,7079.5,7313.9,7522.5,가스 라인 점검,WO-E16-001,2026-07-03 08:45:58_E16_가스 라인 점검,1,-1,2,1
2026-07-05 23:06:40,E17,CH03,1,PPID_A,F0037,4,-20,-0.03,7558.8,478.9,-175.4,7662.0,7372.9,7717.5,7695.8,7491.9,7478.0,7554.0,7275.1,7555.3,7647.6,7516.8,7543.6,7754.0,센서 교정,WO-E17-001,2026-07-03 11:44:17_E17_센서 교정,1,-1,2,4
2026-07-05 23:06:40,E17,CH03,2,PPID_A,F0037,5,-15,-0.03,7523.5,942.9,-178.3,7083.6,7618.5,6989.0,7736.9,7840.2,7017.5,7702.0,7078.1,7783.8,7931.9,7838.3,7777.3,7408.9,센서 교정,WO-E17-001,2026-07-03 11:44:17_E17_센서 교정,1,-1,2,2
2026-07-06 02:35:38,E18,CH03,1,PPID_A,F0038,22,18,-0.01,7384.7,422.2,-171.7,7643.7,7221.5,7261.8,7382.5,7621.7,7368.5,7288.9,7343.1,7571.5,7307.5,7353.5,7379.4,7257.9,전극 교체,WO-E18-001,2026-07-03 14:44:58_E18_전극 교체,1,-1,3,9
2026-07-06 02:35:38,E18,CH03,2,PPID_A,F0038,23,5,-0.01,7363.0,434.3,-160.9,7335.0,7222.5,7295.7,7132.0,7468.7,7566.3,7432.0,7398.0,7347.8,7206.0,7245.1,7541.7,7528.4,전극 교체,WO-E18-001,2026-07-03 14:44:58_E18_전극 교체,1,-1,3,7
2026-07-06 05:33:33,E19,CH03,1,PPID_B,F0039,12,-3,-0.03,7702.3,1677.4,-166.9,7125.9,7900.1,7215.2,7232.5,7828.8,7416.1,8192.5,7187.8,8579.7,7624.3,6902.3,8412.6,8512.0,Chamber 세정,WO-E19-001,2026-07-03 17:02:15_E19_Chamber 세정,1,-1,4,6
2026-07-06 05:33:33,E19,CH03,2,PPID_B,F0039,13,-6,-0.03,7532.5,784.0,-183.7,7674.0,7448.9,7713.5,7773.8,7044.2,7427.6,7609.4,7549.0,7557.3,7488.0,7828.2,7248.6,7559.7,Chamber 세정,WO-E19-001,2026-07-03 17:02:15_E19_Chamber 세정,1,-1,4,7
2026-07-06 08:26:01,E20,CH02,1,PPID_C,F0040,21,-20,-0.05,7774.3,865.7,-190.1,7892.0,8265.4,7795.0,7708.4,7775.6,8097.4,7399.7,7802.6,7588.0,7570.8,7633.9,7610.8,7926.8,부품 교체,WO-E20-001,2026-07-03 20:28:39_E20_부품 교체,1,-1,2,7
2026-07-06 08:26:01,E20,CH02,2,PPID_C,F0040,22,-16,-0.05,7662.4,1885.5,-182.3,7581.9,7408.9,7886.5,7811.1,7262.3,8414.1,8174.8,7500.5,7567.8,7444.5,6607.1,7458.8,8492.6,부품 교체,WO-E20-001,2026-07-03 20:28:39_E20_부품 교체,1,-1,2,4
2026-07-06 11:06:29,E01,CH01,1,PPID_B,F0041,4,-6,-0.05,7300.6,325.1,-175.1,7159.4,7162.5,7298.0,7259.9,7461.1,7463.2,7406.4,7304.3,7329.6,7138.1,7325.0,7324.5,7276.4,Chamber PM,WO-E01-001,2026-07-01 11:40:07_E01_Chamber PM,2,-2,3,7
2026-07-06 11:06:29,E01,CH01,2,PPID_B,F0041,5,-2,-0.05,7291.5,368.0,-175.3,7338.2,7151.1,7407.1,7519.1,7333.1,7288.4,7162.2,7204.3,7265.7,7272.6,7324.0,7366.3,7157.2,Chamber PM,WO-E01-001,2026-07-01 11:40:07_E01_Chamber PM,2,-2,3,7
